BUS_STOP_N,BUS_ROOF_N,LOC_DESC,geometry,index_right,OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area
11339,B07,DYNASTY LODGE,POINT (23410.18389852997 34026.72579981759),168,169,7,LEEDON PARK,BTSZ07,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,BE682D8040DECFEA,2014-12-05,23947.764,33247.6811,7565.17005339,2049551.24988
11341,B04,GARLICK VILLE,POINT (23499.41231856775 34209.20975010842),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
11349,B05,OPP GARLICK VILLE,POINT (23518.70589793753 34206.99820224196),115,116,6,CORONATION ROAD,BTSZ06,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,5DB075FA57F73ADC,2014-12-05,24463.149,34200.3339,5905.90419263,1425083.17679
11351,B01,BLK 13,POINT (23117.61780245695 32410.56409750134),124,125,1,GHIM MOH,QTSZ01,N,QUEENSTOWN,QT,CENTRAL REGION,CR,00F5E30B5C9B7AD8,2014-12-05,22899.1897,32579.9353,3223.64550359,485046.922717
11359,B02,OPP BLK 13,POINT (23144.09440243337 32390.49180139787),124,125,1,GHIM MOH,QTSZ01,N,QUEENSTOWN,QT,CENTRAL REGION,CR,00F5E30B5C9B7AD8,2014-12-05,22899.1897,32579.9353,3223.64550359,485046.922717
11361,B04,BUONA VISTA STN EXIT C,POINT (23244.12005005591 32096.47989051789),66,67,8,ONE NORTH,QTSZ08,N,QUEENSTOWN,QT,CENTRAL REGION,CR,D437A9A68F04D2D4,2014-12-05,23299.2437,31176.1605,6591.90791444,2051652.62174
11369,B03,BUONA VISTA STN EXIT D,POINT (23270.4065484684 32071.58609728701),66,67,8,ONE NORTH,QTSZ08,N,QUEENSTOWN,QT,CENTRAL REGION,CR,D437A9A68F04D2D4,2014-12-05,23299.2437,31176.1605,6591.90791444,2051652.62174
11379,TMNL,BUONA VISTA TER,POINT (23393.52539747115 32383.55129890144),118,119,2,HOLLAND DRIVE,QTSZ02,N,QUEENSTOWN,QT,CENTRAL REGION,CR,A29DC7655F65E7B3,2014-12-05,23711.437,32294.7721,3420.32933726,459546.285817
11381,B02,BLK 10A,POINT (23547.0457968777 32296.95880207047),118,119,2,HOLLAND DRIVE,QTSZ02,N,QUEENSTOWN,QT,CENTRAL REGION,CR,A29DC7655F65E7B3,2014-12-05,23711.437,32294.7721,3420.32933726,459546.285817
11389,B01,BLK 46,POINT (23502.57640068606 32387.42490210384),118,119,2,HOLLAND DRIVE,QTSZ02,N,QUEENSTOWN,QT,CENTRAL REGION,CR,A29DC7655F65E7B3,2014-12-05,23711.437,32294.7721,3420.32933726,459546.285817
11401,B02,HOLLAND V STN/BLK 12,POINT (23735.10769670457 32378.43730279431),118,119,2,HOLLAND DRIVE,QTSZ02,N,QUEENSTOWN,QT,CENTRAL REGION,CR,A29DC7655F65E7B3,2014-12-05,23711.437,32294.7721,3420.32933726,459546.285817
11409,B03,BLK 9,POINT (23656.47730025463 32213.24699741043),118,119,2,HOLLAND DRIVE,QTSZ02,N,QUEENSTOWN,QT,CENTRAL REGION,CR,A29DC7655F65E7B3,2014-12-05,23711.437,32294.7721,3420.32933726,459546.285817
11419,B01,HOLLAND V STN EXIT A,POINT (23852.36296857148 32629.40026561171),168,169,7,LEEDON PARK,BTSZ07,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,BE682D8040DECFEA,2014-12-05,23947.764,33247.6811,7565.17005339,2049551.24988
11429,B06,OPP BLK 115B,POINT (24117.55469682999 31874.13440132886),69,70,3,COMMONWEALTH,QTSZ03,N,QUEENSTOWN,QT,CENTRAL REGION,CR,2423D1D91E730899,2014-12-05,24278.7709,31919.97,2713.42997115,310513.647374
11439,B08,BLK 92,POINT (24319.99739714526 32037.75710149109),69,70,3,COMMONWEALTH,QTSZ03,N,QUEENSTOWN,QT,CENTRAL REGION,CR,2423D1D91E730899,2014-12-05,24278.7709,31919.97,2713.42997115,310513.647374
11441,B01,BLK 58,POINT (24013.63400017284 31136.33549781144),63,64,4,TANGLIN HALT,QTSZ04,N,QUEENSTOWN,QT,CENTRAL REGION,CR,5903D38684211B10,2014-12-05,23925.4408,31512.7857,3556.22909388,503220.751387
11449,B02,BLK 37B,POINT (24030.64399770368 31190.07200201973),63,64,4,TANGLIN HALT,QTSZ04,N,QUEENSTOWN,QT,CENTRAL REGION,CR,5903D38684211B10,2014-12-05,23925.4408,31512.7857,3556.22909388,503220.751387
11451,B03,BLK 72,POINT (23959.7469988931 31416.79619690776),63,64,4,TANGLIN HALT,QTSZ04,N,QUEENSTOWN,QT,CENTRAL REGION,CR,5903D38684211B10,2014-12-05,23925.4408,31512.7857,3556.22909388,503220.751387
11459,B04,BLK 50,POINT (23945.33860067464 31473.09849796817),63,64,4,TANGLIN HALT,QTSZ04,N,QUEENSTOWN,QT,CENTRAL REGION,CR,5903D38684211B10,2014-12-05,23925.4408,31512.7857,3556.22909388,503220.751387
11469,B09,QUEENSWAY SEC SCH,POINT (24505.42400083598 31494.30220201239),100,101,5,MARGARET DRIVE,QTSZ05,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F7ADADFB700DFB84,2014-12-05,25202.7614,31065.9731,5969.64503933,1026467.39276
11471,B12,OPP THE FISHERMAN CH,POINT (24647.79640226811 31325.2568019256),100,101,5,MARGARET DRIVE,QTSZ05,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F7ADADFB700DFB84,2014-12-05,25202.7614,31065.9731,5969.64503933,1026467.39276
11479,B10,THE FISHERMAN CH,POINT (24700.96320245136 31306.79500270821),100,101,5,MARGARET DRIVE,QTSZ05,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F7ADADFB700DFB84,2014-12-05,25202.7614,31065.9731,5969.64503933,1026467.39276
11481,B07,QUEENSTOWN LIB,POINT (24968.29930275772 31158.49069979042),100,101,5,MARGARET DRIVE,QTSZ05,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F7ADADFB700DFB84,2014-12-05,25202.7614,31065.9731,5969.64503933,1026467.39276
11489,B08,OPP QUEENSTOWN LIB,POINT (24847.99610214774 31202.11310110241),100,101,5,MARGARET DRIVE,QTSZ05,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F7ADADFB700DFB84,2014-12-05,25202.7614,31065.9731,5969.64503933,1026467.39276
11491,B05,OPP QUEENSTOWN PR SCH,POINT (25146.78129828628 31050.67719835043),100,101,5,MARGARET DRIVE,QTSZ05,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F7ADADFB700DFB84,2014-12-05,25202.7614,31065.9731,5969.64503933,1026467.39276
11499,B06,QUEENSTOWN PR SCH,POINT (25162.17800021265 31026.32100310363),100,101,5,MARGARET DRIVE,QTSZ05,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F7ADADFB700DFB84,2014-12-05,25202.7614,31065.9731,5969.64503933,1026467.39276
11511,B16,ALEXANDRA HOSP,POINT (24564.59880253766 29831.89010267518),9,10,7,QUEENSWAY,QTSZ07,N,QUEENSTOWN,QT,CENTRAL REGION,CR,3580D2AFFBEE914C,2014-12-05,24168.3106,30104.1768,3454.23928341,631644.289298
11519,B15,OPP QUEENSWAY SHOP CTR,POINT (24657.48409679346 29892.89950328507),5,6,7,ALEXANDRA HILL,BMSZ07,N,BUKIT MERAH,BM,CENTRAL REGION,CR,9D286521EF5E3B59,2014-12-05,25358.8208,29991.3842,4428.91343557,1030378.78603
11521,B14,ANCHORPOINT,POINT (24903.60490213893 30118.17699886858),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
11529,B13,BEF IKEA IND BLDG,POINT (24965.3745967932 30151.19340288825),5,6,7,ALEXANDRA HILL,BMSZ07,N,BUKIT MERAH,BM,CENTRAL REGION,CR,9D286521EF5E3B59,2014-12-05,25358.8208,29991.3842,4428.91343557,1030378.78603
11531,B12,OPP LEA HIN HARDWARE FTY,POINT (25112.10990173183 30368.68192252703),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
11539,B11,LEA HIN HARDWARE FTY,POINT (25165.86599696148 30390.27899819426),5,6,7,ALEXANDRA HILL,BMSZ07,N,BUKIT MERAH,BM,CENTRAL REGION,CR,9D286521EF5E3B59,2014-12-05,25358.8208,29991.3842,4428.91343557,1030378.78603
11541,B01,OPP QUEENS,POINT (24929.14329809044 30530.34010124393),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
11551,B03,TIONG GHEE TP,POINT (24740.6025997512 30404.21449896879),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
11561,B05,BLK 166,POINT (24568.73770303465 30391.84589713626),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
11579,B01,BLK 158,POINT (24637.56400075462 30549.61430081539),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
11589,B03,BLK 157,POINT (24741.64240250178 30603.30920050293),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
11599,B05,BLK 153,POINT (24637.16800203454 30734.32740317099),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
11609,B01,BLK 163,POINT (24526.38719999976 30465.20970136859),48,49,6,MEI CHIN,QTSZ06,N,QUEENSTOWN,QT,CENTRAL REGION,CR,F15BD95C8778DC31,2014-12-05,24651.0693,30651.134,3580.44285697,748683.995863
12021,B19,BEF MOONBEAM WALK,POINT (22328.96290208399 33482.25390317664),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12029,B20,OPP MOONBEAM WALK,POINT (22344.43559843116 33533.51950289682),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12031,B01,PANDAN VALLEY CONDO,POINT (22035.1138976831 33670.69599953108),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12039,B02,OPP PANDAN VALLEY CONDO,POINT (22097.92439839989 33698.91989691183),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12041,B03,AFT PANDAN VALLEY,POINT (21670.71009708941 33640.85050280206),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12049,B04,OPP PANDAN VALLEY,POINT (21693.38170204591 33689.20779941976),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12051,B05,PINE GR CONDO,POINT (21356.51738699805 33557.34772405401),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12059,B06,OPP PINE GR CONDO,POINT (21360.00949332584 33588.00393134542),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12061,B11,BLK 109,POINT (21040.67643693835 33769.73675603233),195,196,2,SUNSET WAY,CLSZ02,N,CLEMENTI,CL,WEST REGION,WR,D310037B2BD7FD2C,2014-12-05,20805.3131,34279.4521,4572.13049642,964682.679273
12069,B12,OPP BLK 109A,POINT (21071.39016315341 33732.30280090682),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12071,B09,BLK 116,POINT (21198.09174016397 34032.72573522106),195,196,2,SUNSET WAY,CLSZ02,N,CLEMENTI,CL,WEST REGION,WR,D310037B2BD7FD2C,2014-12-05,20805.3131,34279.4521,4572.13049642,964682.679273
12079,B10,OPP BLK 116,POINT (21242.39311429579 34004.91693252698),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12081,B07,MAJU CAMP,POINT (21581.19389760774 34335.74440078437),210,211,1,ANAK BUKIT,BTSZ01,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,22AC7070AFD473BD,2014-12-05,21127.1918,35561.884,7637.80947893,2768353.55736
12089,B08,OPP MAJU CAMP,POINT (21594.37530244235 34303.44060039893),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12091,B05,SIM HQ,POINT (21714.54019756243 34537.73529964872),210,211,1,ANAK BUKIT,BTSZ01,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,22AC7070AFD473BD,2014-12-05,21127.1918,35561.884,7637.80947893,2768353.55736
12099,B06,OPP SIM HQ,POINT (21702.93369837757 34470.7280032672),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12101,B03,NGEE ANN POLY,POINT (21809.40829733852 34968.99459920451),210,211,1,ANAK BUKIT,BTSZ01,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,22AC7070AFD473BD,2014-12-05,21127.1918,35561.884,7637.80947893,2768353.55736
12109,B04,OPP NGEE ANN POLY,POINT (21840.56550145987 34808.42660015263),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12111,B07,BEF CLEMENTI RD,POINT (21220.48281329777 33489.59369156696),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12119,B08,POLICE KINS TRG CAMP,POINT (21192.94289870467 33520.04880044609),135,136,3,HOLLAND ROAD,BTSZ03,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,12A4B25B07B14D08,2014-12-05,22485.0193,34364.2896,8185.19732328,3392897.36359
12121,B03,BLK 7,POINT (22849.02629914414 32654.77209826931),124,125,1,GHIM MOH,QTSZ01,N,QUEENSTOWN,QT,CENTRAL REGION,CR,00F5E30B5C9B7AD8,2014-12-05,22899.1897,32579.9353,3223.64550359,485046.922717
12129,B06,BLK 3,POINT (22883.41940153018 32685.02639916912),124,125,1,GHIM MOH,QTSZ01,N,QUEENSTOWN,QT,CENTRAL REGION,CR,00F5E30B5C9B7AD8,2014-12-05,22899.1897,32579.9353,3223.64550359,485046.922717
12131,B01,AFT GROVE AVE,POINT (22628.518900658 32938.72510171495),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12139,B02,AFT MT SINAI LANE,POINT (22617.88279735018 32986.88279828988),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12141,B01,OPP HENRY PK,POINT (22333.21990317665 33111.65630318783),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12149,B02,HENRY PK,POINT (22370.75329858251 33111.63120054081),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12151,B01,BEF MOONBEAM TERR,POINT (22211.30982949212 33430.95672547445),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12169,B01,PANDAN VALLEY,POINT (21751.72109978367 33487.7362012621),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12179,B01,MONTVIEW,POINT (21724.47410001606 33226.42890143394),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12189,B05,BEF MT SINAI DR,POINT (22082.48929991759 33185.07849764451),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12199,B03,OPP VILLAGE TWRS,POINT (21859.05320201442 33083.38759992458),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
12201,B01,LOGISHUB @ CLEMENTI,POINT (20282.88750244956 34324.64180275984),153,154,1,TOH TUCK,CLSZ01,N,CLEMENTI,CL,WEST REGION,WR,0E1BA5E467E89BE8,2014-12-05,19433.1204,34884.2481,6119.88349736,2077796.54659
12209,B02,OPP LOGISHUB @ CLEMENTI,POINT (20322.78399891406 34284.24190019071),195,196,2,SUNSET WAY,CLSZ02,N,CLEMENTI,CL,WEST REGION,WR,D310037B2BD7FD2C,2014-12-05,20805.3131,34279.4521,4572.13049642,964682.679273
12211,B03,BEF MT SINAI WK,POINT (22144.8976500174 33281.28659562394),133,134,4,ULU PANDAN,BTSZ04,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,FF2AA0D68743AE28,2014-12-05,22210.5093,33177.2208,6626.66718328,1228487.73417
13011,B03,OPP S'PORE BOTANIC GDNS,POINT (26434.46180149447 32090.11499971524),71,72,3,RIDOUT,TNSZ03,N,TANGLIN,TN,CENTRAL REGION,CR,664D9D93F09E7CD1,2014-12-05,25568.3077,31752.6686,6450.97287923,1951865.75496
13019,B04,S'PORE BOTANIC GDNS,POINT (26442.91209985502 32140.73670299537),89,90,1,NASSIM,TNSZ01,N,TANGLIN,TN,CENTRAL REGION,CR,960862F1C1B08BFA,2014-12-05,27002.6928,32905.576,6241.33287686,2096085.23018
13021,B01,AFT MIN OF FOREIGN AFFAIRS,POINT (25889.01601057872 32073.60298907384),71,72,3,RIDOUT,TNSZ03,N,TANGLIN,TN,CENTRAL REGION,CR,664D9D93F09E7CD1,2014-12-05,25568.3077,31752.6686,6450.97287923,1951865.75496
13029,B02,BEF TYERSALL AVE,POINT (25824.71964171156 32106.16499754973),163,164,4,TYERSALL,TNSZ04,N,TANGLIN,TN,CENTRAL REGION,CR,DAC6AB8C67377C3B,2014-12-05,25732.6536,32985.8494,6430.98614739,2158289.71575
13031,B06,OPP CHATSWORTH RD,POINT (26198.93299985304 31296.60159841739),71,72,3,RIDOUT,TNSZ03,N,TANGLIN,TN,CENTRAL REGION,CR,664D9D93F09E7CD1,2014-12-05,25568.3077,31752.6686,6450.97287923,1951865.75496
13039,B07,BEF CHATSWORTH RD,POINT (26233.21569811553 31353.32410314307),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13041,B04,AFT ROCHALIE DR,POINT (26486.62769713998 31649.95690072328),71,72,3,RIDOUT,TNSZ03,N,TANGLIN,TN,CENTRAL REGION,CR,664D9D93F09E7CD1,2014-12-05,25568.3077,31752.6686,6450.97287923,1951865.75496
13049,B05,BEF ROCHALIE DR,POINT (26563.40499938279 31662.58079971746),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13051,B16,OPP VALLEY PT,POINT (27231.47499899194 30641.22450203076),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13059,B15,VALLEY PT,POINT (27248.49399994407 30626.41089704819),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13062,B14,STELLAR RV,POINT (27462.05350309517 30800.87089794129),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13063,B14A,RV SUITES,POINT (27587.67199624516 30871.03279776499),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13069,B13,RV RESIDENCES,POINT (27497.14800104406 30802.45889947563),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13071,B12,RIVA LODGE,POINT (27979.84780035913 30970.80289739929),54,55,3,LEONIE HILL,RVSZ03,Y,RIVER VALLEY,RV,CENTRAL REGION,CR,29BCAA5838A4EAC0,2014-12-05,28082.9397,31145.1079,2676.35256334,368482.98826
13079,B11,THE COSMOPOLITAN,POINT (27914.41529741511 30951.19370322861),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
13081,B10,ST. THOMAS WK,POINT (28330.96900003962 30921.61443449929),54,55,3,LEONIE HILL,RVSZ03,Y,RIVER VALLEY,RV,CENTRAL REGION,CR,29BCAA5838A4EAC0,2014-12-05,28082.9397,31145.1079,2676.35256334,368482.98826
13089,B09,OPP ST. THOMAS WK,POINT (28303.28709673882 30901.45119987987),13,14,5,INSTITUTION HILL,RVSZ05,Y,RIVER VALLEY,RV,CENTRAL REGION,CR,C3C22D1EE31757BD,2014-12-05,28465.3999,30711.2179,2842.52550488,392563.33976
13091,B08,AFT KIM YAM RD,POINT (28675.60539971478 30926.47780017555),46,47,4,OXLEY,RVSZ04,Y,RIVER VALLEY,RV,CENTRAL REGION,CR,5A22C0945D1794D2,2014-12-05,28802.3555,31053.6717,1989.48702648,200052.684827
13099,B07,BEF KIM YAM RD,POINT (28696.20190088172 30905.6448007822),13,14,5,INSTITUTION HILL,RVSZ05,Y,RIVER VALLEY,RV,CENTRAL REGION,CR,C3C22D1EE31757BD,2014-12-05,28465.3999,30711.2179,2842.52550488,392563.33976
13101,B06,OPP MOHD SULTAN RD,POINT (29004.19419762865 30718.67719948664),86,87,2,FORT CANNING,MUSZ02,Y,MUSEUM,MU,CENTRAL REGION,CR,B3E02024E600E8BA,2014-12-05,29413.9718,30713.0723,2585.22940432,385093.113447
13109,B05,UE SQ/BEF MOHD SULTAN RD,POINT (29044.85220267437 30655.30679685809),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
13119,B03,OPP GREAT WORLD CITY,POINT (27947.46840159781 30664.5394027587),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
13121,B01,OPP GREAT WORLD CITY,POINT (27720.87189819384 30730.56209845282),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13139,B05,THE TRILLIUM,POINT (27859.98479708377 30819.38640084863),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
13141,B01,AFT ZION FULL GOSPEL CH,POINT (27627.15560267307 31110.25700219348),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13159,B01,BEF ZION FULL GOSPEL CH,POINT (27690.13380201347 31147.20580228604),54,55,3,LEONIE HILL,RVSZ03,Y,RIVER VALLEY,RV,CENTRAL REGION,CR,29BCAA5838A4EAC0,2014-12-05,28082.9397,31145.1079,2676.35256334,368482.98826
13169,B02,GRANGE 80 CONDO,POINT (27456.49449770804 31275.21069713868),51,52,1,ONE TREE HILL,RVSZ01,Y,RIVER VALLEY,RV,CENTRAL REGION,CR,0FF5E50B9581D2BE,2014-12-05,27315.5592,31563.7968,2464.41309401,340743.341645
13171,B03,GRAMERCY PK,POINT (27269.77042443864 31266.67991584726),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
13179,B04,CLIVEDEN AT GRANGE,POINT (27257.71230202354 31293.18089899048),51,52,1,ONE TREE HILL,RVSZ01,Y,RIVER VALLEY,RV,CENTRAL REGION,CR,0FF5E50B9581D2BE,2014-12-05,27315.5592,31563.7968,2464.41309401,340743.341645
13181,B05,AFT ONE TREE HILL,POINT (26960.36919786967 31401.56189980358),94,95,2,CHATSWORTH,TNSZ02,N,TANGLIN,TN,CENTRAL REGION,CR,06B9FD8607810069,2014-12-05,26896.4019,31045.0187,5469.44109516,1346152.77734
